CELL_GLOBAL_ID,DATETIME,RRU.PrbUsedDl,targetTput,DRB.UEThpDl,x,y,RF.serving.RSRP,RF.serving.RSRQ,RF.serving.RSSINR,rsrp_nb0,rsrq_nb0,rssinr_nb0,rsrp_nb1,rsrq_nb1,rssinr_nb1,rsrp_nb2,rsrq_nb2,rssinr_nb2,rsrp_nb3,rsrq_nb3,rssinr_nb3,rsrp_nb4,rsrq_nb4,rssinr_nb4,Viavi.UE.anomalies
1009,2024-07-26 07:19:47.280717,45.0,0.1,0.0652444929988,-1421.0,-964.0,-120.37982778052697,-40.79464872363111,11.848959672276427,-118.3751295427842,-40.79360030243353,13.85365791001918,-122.84573594366393,-40.79681544301639,9.38305150913947,-123.42329740113787,-40.7975265832666,8.805490051665501,-125.6833827318455,-40.8014233416221,6.545404720957882,-126.2543375365637,-40.802771972786815,5.974449916239692,0.0
1005,2024-07-26 07:19:47.280717,91.0,0.75,0.414153283035377,1008.0,358.2,-84.17312964465088,-10.792491952800887,38.055657808152496,-90.04763940068761,-10.794439932653203,32.181148052115766,-82.16843140690811,-10.792240739981748,40.06035604589527,-95.1043996707496,-10.800224955889234,27.12438778205378,-96.32023601937952,-10.802939322586184,25.90855143342388,-97.72038597364728,-10.807164861888822,24.508401479156102,0.0
1013,2024-07-26 07:23:47.280717,77.0,0.3,0.3,2270.1,-1009.0,-89.49816620087006,-10.794127755915015,32.730621251933336,-91.5028644386128,-10.795485354116837,30.72592301419057,-97.37737419464956,-10.806000858803802,24.85141325815384,-97.29805737370256,-10.80574449415019,24.93073007910084,-97.7041206596148,-10.807107572140126,24.5246667931886,-100.27541967763548,-10.819422453871198,21.953367775167905,0.0
1003,2024-07-26 07:25:47.280717,45.0,0.1,0.07624891707102,-512.0,-913.0,-118.22971706732746,-40.79354144386467,13.999070385475926,-116.22501882958473,-40.79290227591768,16.003768623218654,-119.36398537359848,-40.79405733388117,12.8648020792049,-124.10422682336424,-40.79849580790426,8.12456062943916,-125.37447229239685,-40.80076415253248,6.854315160406532,-126.13155166708712,-40.8024668336771,6.097235785716252,0.0
1013,2024-07-26 07:25:47.280717,45.0,0.3,0.158624762446512,2366.0,-1004.0,-92.75788070159577,-10.79671530894369,29.470906751207607,-98.63239045763252,-10.810744511460584,23.59639699517088,-90.753182463853,-10.794903248806447,31.475604988950373,-99.80785315295,-10.81661238135139,22.420934299853386,-100.1884480884832,-10.818876739247642,22.04033936432016,-102.53186013418456,-10.838132987769654,19.6969273186188,0.0
1001,2024-07-26 07:21:47.280717,30.0,0.25,0.13322010548509,30.99378174583893,-292.0496118263642,-85.09699117094418,-10.792653008739247,37.1317962818592,-90.97150092698092,-10.795062533694262,31.25728652582246,-83.09229293320142,-10.792342256103296,39.13649451960196,-94.16281111944114,-10.798586503206224,28.06597633336221,-94.25199049501184,-10.798726929672425,27.97679695779154,-94.8404374963714,-10.799729328626126,27.38834995643199,0.0
1001,2024-07-26 07:23:47.280717,30.0,0.75,0.11792591128067,5.0,-480.0,-89.36136749091644,-10.794055981451592,32.867419961886945,-95.23587724695318,-10.800483270641363,26.992910205850205,-87.35666925317369,-10.793226631000335,34.872118199629696,-91.93009740829363,-10.795864863874982,30.29869004450972,-94.1204997786101,-10.79852087792426,28.10828767419328,-94.2240423531248,-10.798682610937504,28.004745099678573,0.0
1002,2024-07-26 07:21:47.280717,50.0,0.1,0.1,-570.0,-841.0,-115.50312219373316,-40.79273539658544,16.725665259070226,-117.50782043147592,-40.79327670765106,14.720967021327446,-117.8386946368766,-40.79339260212514,14.390092815926767,-123.38233018751264,-40.79747297004073,8.84645726529073,-123.58756949017987,-40.79774670952435,8.641217962623493,-123.8670475510083,-40.79814085961471,8.361739901795076,0.0
1009,2024-07-26 07:21:47.280717,45.0,0.1,0.079705831365817,-1622.0,-1334.0,-117.56363787749667,-40.79329564502473,14.6651495753067,-115.55893963975392,-40.79274733383865,16.669847813049465,-121.44042205430902,-40.795432945327306,10.788365398494353,-123.43814763353342,-40.797546142623794,8.79063981926997,-126.63655955740816,-40.80377884805287,5.592227895395227,-128.24160662425692,-40.80911861723644,3.987180828546448,0.0
1010,2024-07-26 07:19:47.280717,48.0,0.1,0.1,-1269.0,-1344.0,-114.80158864270824,-40.79259774161346,17.427198810095135,-116.806286880451,-40.79305832826978,15.422500572352376,-120.77793213177752,-40.79492090662244,11.45085532102586,-122.68079663648771,-40.79662910255398,9.54799081631564,-122.8330111327074,-40.796800814154615,9.395776320095983,-124.97493873408554,-40.79997811671099,7.253848718717838,0.0
1013,2024-07-26 07:27:47.280717,45.0,0.3,0.158608172327708,2365.8,-1001.0,-92.7609669772492,-10.796718792380204,29.46782047555418,-98.63547673328594,-10.81075794082503,23.59331071951744,-90.75626873950644,-10.79490544524647,31.472518713296928,-99.80224238107957,-10.816580453457108,22.426545071723822,-100.19367020510374,-10.818909200532902,22.03511724769964,-102.52280977115244,-10.838037071214686,19.705977681650943,0.0
1009,2024-07-26 07:23:47.280717,45.0,0.1,0.079705831365817,-1622.0,-1334.0,-117.56363787749667,-40.79329564502473,14.6651495753067,-115.55893963975392,-40.79274733383865,16.669847813049465,-121.44042205430902,-40.795432945327306,10.788365398494353,-123.43814763353342,-40.797546142623794,8.79063981926997,-126.63655955740816,-40.80377884805287,5.592227895395227,-128.24160662425692,-40.80911861723644,3.987180828546448,0.0
1003,2024-07-26 07:27:47.280717,45.0,0.1,0.07624891707102,-512.0,-913.0,-118.22971706732746,-40.79354144386467,13.999070385475926,-116.22501882958473,-40.79290227591768,16.003768623218654,-119.36398537359848,-40.79405733388117,12.8648020792049,-124.10422682336424,-40.79849580790426,8.12456062943916,-125.37447229239685,-40.80076415253248,6.854315160406532,-126.13155166708712,-40.8024668336771,6.097235785716252,0.0
1003,2024-07-26 07:29:47.280717,45.0,0.1,0.081344949896415,-415.0,-1365.0,-117.24901954659374,-40.7931920139566,14.979767906209636,-115.24432130885096,-40.79268200979406,16.984466143952414,-123.12352930263046,-40.79714570881284,9.105258150172926,-123.3010198040164,-40.79736804472081,8.927767648786967,-124.92504136160616,-40.79988492261086,7.3037460911972305,-125.28416243561712,-40.80058011347426,6.944625017186255,0.0
1013,2024-07-26 07:29:47.280717,45.0,0.3,0.15863777271614,2365.8,-1004.0,-92.7554603904364,-10.796712578901436,29.473327062366977,-98.62997014647314,-10.810733986564545,23.59881730633024,-90.75076215269364,-10.794901527410817,31.478025300109746,-99.8068100506398,-10.816606442511356,22.421977402163566,-100.18749251731568,-10.818870803503245,22.0412949354877,-102.53130307427064,-10.83812707828558,19.69748437853273,0.0
1009,2024-07-26 07:25:47.280717,59.0,0.1,0.1,-1485.0,-855.0,-118.08238894918784,-40.793483785409,14.146398503615544,-120.0870871869306,-40.79446389987902,12.141700265872792,-120.85942697187666,-40.79497976549055,11.369360480926714,-122.55510997710437,-40.796491778654726,9.673677475699025,-122.7378393511185,-40.7966927486126,9.49094810168491,-125.96159694296732,-40.80205842531946,6.267190509836055,0.0
1013,2024-07-26 07:31:47.280717,45.0,0.3,0.158644279183043,2365.7,-1004.0,-92.75424998761773,-10.796711214171369,29.474537465185666,-98.62875974365448,-10.810728725231572,23.600027709148893,-90.749551749875,-10.794900666896654,31.479235702928392,-99.80628845653352,-10.816603473378676,22.42249899626988,-100.18701469960844,-10.818867835918226,22.04177275319494,-102.53102454475744,-10.83812412382949,19.69776290804593,0.0
1009,2024-07-26 07:27:47.280717,45.0,0.1,0.079705831365817,-1622.0,-1334.0,-117.56363787749667,-40.79329564502473,14.6651495753067,-115.55893963975392,-40.79274733383865,16.669847813049465,-121.44042205430902,-40.795432945327306,10.788365398494353,-123.43814763353342,-40.797546142623794,8.79063981926997,-126.63655955740816,-40.80377884805287,5.592227895395227,-128.24160662425692,-40.80911861723644,3.987180828546448,0.0
1002,2024-07-26 07:23:47.280717,58.0,0.1,0.1,-1010.0,-1024.0,-117.7378034373918,-40.793356323317134,14.49098401541157,-119.74250167513456,-40.79426171131381,12.486285777668812,-119.9560424327622,-40.79438511322677,12.272745020041178,-122.57115860773968,-40.79650909292192,9.657628845063684,-123.1446579317182,-40.79717170249111,9.084129521085195,-125.6170114311713,-40.801277738157246,6.611776021632076,0.0
1005,2024-07-26 07:21:47.280717,91.0,0.75,0.413833655036895,1008.0,357.0,-84.20250471220487,-10.79249656400657,38.02628274059849,-90.07701446824164,-10.79445775931444,32.15177298456176,-82.19780647446213,-10.792243646478738,40.03098097834126,-95.09338921806145,-10.800203675684346,27.135398234741945,-96.31697801945872,-10.802930989214246,25.91180943334464,-97.72534046547771,-10.807182355142816,24.503446987325663,0.0
1002,2024-07-26 07:25:47.280717,91.0,0.75,0.4451567313436761,-993.0,-656.0,-81.32391144634347,-10.79216505785604,40.9048760064599,-87.19842120238022,-10.79317603696903,35.030366250423164,-79.3192132086007,-10.792034697173904,42.909574244202666,-95.18235372735772,-10.80037716989476,27.046433725445663,-95.44056112051966,-10.800901273270355,26.78822633228372,-95.86095688390374,-10.801823993438902,26.36783056889964,0.0
1003,2024-07-26 07:31:47.280717,45.0,0.1,0.081344949896415,-415.0,-1365.0,-117.24901954659374,-40.7931920139566,14.979767906209636,-115.24432130885096,-40.79268200979406,16.984466143952414,-123.12352930263046,-40.79714570881284,9.105258150172926,-123.3010198040164,-40.79736804472081,8.927767648786967,-124.92504136160616,-40.79988492261086,7.3037460911972305,-125.28416243561712,-40.80058011347426,6.944625017186255,0.0
1010,2024-07-26 07:21:47.280717,48.0,0.1,0.1,-1269.0,-1344.0,-114.80158864270824,-40.79259774161346,17.427198810095135,-116.806286880451,-40.79305832826978,15.422500572352376,-120.77793213177752,-40.79492090662244,11.45085532102586,-122.68079663648771,-40.79662910255398,9.54799081631564,-122.8330111327074,-40.796800814154615,9.395776320095983,-124.97493873408554,-40.79997811671099,7.253848718717838,0.0
1006,2024-07-26 07:19:47.280717,62.0,0.25,0.25,-231.06658863927365,761.955660930099,-88.13797064800681,-10.793505308557712,34.09081680479655,-94.01248040404356,-10.798356205640502,28.21630704875982,-86.13327241026406,-10.792879497414972,36.0955150425393,-91.79855560526128,-10.79574401709064,30.43023184754212,-93.75554689610745,-10.79798056626754,28.473240556695963,-96.4273199070562,-10.803216723333064,25.80146754574717,0.0
1001,2024-07-26 07:25:47.280717,30.0,0.25,0.133217010767444,30.9900507933423,-292.0793789221827,-85.0978539331484,-10.792653175721616,37.130933519655,-90.97236368918512,-10.795063179170938,31.25642376361825,-83.09315569540563,-10.792342361355637,39.13563175739775,-94.16249989525166,-10.798586018160409,28.06628755755172,-94.25193137561192,-10.798726835623055,27.97685607719145,-94.84031962071602,-10.799729113946142,27.38846783208736,0.0
1009,2024-07-26 07:29:47.280717,45.0,0.1,0.079705831365817,-1622.0,-1334.0,-117.56363787749667,-40.79329564502473,14.6651495753067,-115.55893963975392,-40.79274733383865,16.669847813049465,-121.44042205430902,-40.795432945327306,10.788365398494353,-123.43814763353342,-40.797546142623794,8.79063981926997,-126.63655955740816,-40.80377884805287,5.592227895395227,-128.24160662425692,-40.80911861723644,3.987180828546448,0.0
1013,2024-07-26 07:33:47.280717,77.0,0.3,0.3,2269.3,-1009.0,-89.48700136702587,-10.794121812982697,32.74178608577749,-91.4916996047687,-10.795475927952168,30.73708784803471,-97.3662093608054,-10.805964489432382,24.862578091998,-97.2936626108637,-10.80573042557175,24.935124841939672,-97.70011836094152,-10.807093507976576,24.528669091861858,-100.27320612340392,-10.819408429531665,21.955581329399468,0.0
1004,2024-07-26 07:15:47.280717,83.0,0.25,0.25,1419.9292495707718,-616.9528897382303,-97.04439829795936,-10.80495526624776,25.18438915484403,-96.40561428910875,-10.803159942340017,25.82317316369462,-91.16988854192265,-10.79521438217256,31.05889891088076,-89.16519030417986,-10.793956917608824,33.06359714862352,-103.19855570416746,-10.84577102838088,19.03023174863592,-103.96204780838772,-10.856065508369696,18.26673964441566,0.0
1013,2024-07-26 07:35:47.280717,45.0,0.3,0.158640672238987,2365.3,-1001.0,-92.75492099002368,-10.796711970680136,29.473866462779693,-98.62943074606042,-10.810731641738982,23.59935670674297,-90.75022275228092,-10.794901143904172,31.478564700522465,-99.79963137865263,-10.816565609620426,22.42915607415073,-100.1912842995982,-10.81889436465356,22.037503153205183,-102.52141439993775,-10.838022300534265,19.707373052865613,0.0
1001,2024-07-26 07:27:47.280717,30.0,0.75,0.129742798857191,328.4,-2.0,-86.06643618001978,-10.79286320381584,36.1623512727836,-91.94094593605652,-10.795874994554882,30.28784151674686,-84.061737942277,-10.792474747499256,38.167049510526354,-93.21235854694424,-10.7972558476161,29.016428905859147,-93.24668529615953,-10.797299015499746,28.98210215664385,-97.0125781265755,-10.804859466564936,25.21620932622785,0.0
1002,2024-07-26 07:27:47.280717,91.0,0.75,0.4449983975362281,-993.0,-656.6,-81.33846184369527,-10.7921662411146,40.8903256091081,-87.21297159973206,-10.793180612372169,35.015815853071345,-79.33376360595256,-10.79203544297478,42.895023846850826,-95.18623574220491,-10.800384821474026,27.042551710598435,-95.43803610005052,-10.800895996023526,26.79075135275288,-95.85585330304436,-10.801812248893183,26.372934149759,0.0
1013,2024-07-26 07:37:47.280717,77.0,0.3,0.3,2269.2,-1009.0,-89.48560478100576,-10.7941210706675,32.74318267179762,-91.4903030187485,-10.795474750555528,30.73848443405485,-97.36481277478526,-10.805959946617094,24.86397467801812,-97.29311312473708,-10.805728667546672,24.935674328066284,-97.69961797084925,-10.80709175050319,24.52916948195413,-100.2729294364126,-10.819406677034737,21.955858016390767,0.0
1005,2024-07-26 07:23:47.280717,91.0,0.75,0.413620693683869,1008.0,356.2,-84.22207671374936,-10.792499653714104,38.00671073905402,-90.09658646978608,-10.794469703919187,32.132200983017285,-82.21737847600659,-10.792245593958242,40.01140897679677,-95.08604144484072,-10.800189504368715,27.142746007962657,-96.31481074003044,-10.80292544915983,25.913976712772943,-97.72864471267158,-10.807194032793516,24.500142740131786,0.0
1013,2024-07-26 07:39:47.280717,77.0,0.3,0.3,2269.1,-1009.0,-89.48420797658953,-10.794120328474806,32.74457947621385,-91.48890621433226,-10.795473573353108,30.73988123847112,-97.36341597036903,-10.805955404547646,24.865371482434355,-97.29256360731766,-10.805726909643214,24.93622384548572,-97.69911755791765,-10.80708999315138,24.52966989488572,-100.27265275104556,-10.81940492465904,21.956134701757826,0.0
1001,2024-07-26 07:29:47.280717,30.0,0.75,0.129761759958049,328.2,-2.0,-86.06114984630622,-10.792861925759055,36.16763760649715,-91.93565960234298,-10.795870054859948,30.29312785046041,-84.05645160856348,-10.792473941899845,38.172335844239896,-93.21392212992896,-10.797257806513938,29.0148653228744,-93.24823657145473,-10.797300974378116,28.98055088134868,-97.01215321619944,-10.804858192033578,25.216634236603927,0.0
1002,2024-07-26 07:29:47.280717,91.0,0.75,0.4448926166562641,-993.0,-657.0,-81.34818278839258,-10.79216703384705,40.8806046644108,-87.22269254442932,-10.793183677693833,35.00609490837406,-79.34348455064982,-10.792035942629395,42.88530290215356,-95.1888237952742,-10.800389926405584,27.03996365752918,-95.43635379760168,-10.80089248174117,26.79243365520169,-95.8524492713588,-10.80180442306333,26.37633818144455,0.0
1013,2024-07-26 07:41:47.280717,77.0,0.3,0.3,2269.0,-1009.0,-89.4828109537109,-10.794119586404634,32.745976499092464,-91.48750919145368,-10.795472396344891,30.74127826134972,-97.3620189474904,-10.805950863223998,24.86676850531297,-97.29201405860228,-10.805725151861338,24.936773394201094,-97.6986171221455,-10.807088235921142,24.530170330657874,-100.2723760673042,-10.819403172404565,21.95641138549916,0.0
1001,2024-07-26 07:31:47.280717,30.0,0.25,0.1332149477835719,30.98756349167787,-292.0992236527283,-85.09842906302244,-10.7926532870529,37.13035838978094,-90.97293881905917,-10.79506360952631,31.25584863374424,-83.09373082527965,-10.792342431530017,39.13505662752373,-94.16229240630436,-10.798585694806206,28.06649504649901,-94.25189196834118,-10.79872677293318,27.97689548446219,-94.84024104050384,-10.799728970835874,27.388546412299533,0.0
1005,2024-07-26 07:25:47.280717,91.0,0.75,0.4135674692690101,1008.0,356.0,-84.22696825288877,-10.79250042808728,38.00181919991461,-90.10147800892555,-10.794472697590804,32.12730944387785,-82.22227001514605,-10.792246082054971,40.006517437657344,-95.08420356627056,-10.800185963475784,27.144583886532807,-96.31426951112634,-10.802924066087089,25.91451794167704,-97.72947093044912,-10.807196954141348,24.49931652235425,0.0
1010,2024-07-26 07:23:47.280717,48.0,0.1,0.1,-1269.0,-1344.0,-114.80158864270824,-40.79259774161346,17.427198810095135,-116.806286880451,-40.79305832826978,15.422500572352376,-120.77793213177752,-40.79492090662244,11.45085532102586,-122.68079663648771,-40.79662910255398,9.54799081631564,-122.8330111327074,-40.796800814154615,9.395776320095983,-124.97493873408554,-40.79997811671099,7.253848718717838,0.0
1009,2024-07-26 07:31:47.280717,45.0,0.1,0.079705831365817,-1622.0,-1334.0,-117.56363787749667,-40.79329564502473,14.6651495753067,-115.55893963975392,-40.79274733383865,16.669847813049465,-121.44042205430902,-40.795432945327306,10.788365398494353,-123.43814763353342,-40.797546142623794,8.79063981926997,-126.63655955740816,-40.80377884805287,5.592227895395227,-128.24160662425692,-40.80911861723644,3.987180828546448,0.0
1003,2024-07-26 07:33:47.280717,45.0,0.1,0.07624891707102,-512.0,-913.0,-118.22971706732746,-40.79354144386467,13.999070385475926,-116.22501882958473,-40.79290227591768,16.003768623218654,-119.36398537359848,-40.79405733388117,12.8648020792049,-124.10422682336424,-40.79849580790426,8.12456062943916,-125.37447229239685,-40.80076415253248,6.854315160406532,-126.13155166708712,-40.8024668336771,6.097235785716252,0.0
1013,2024-07-26 07:43:47.280717,45.0,0.3,0.158666688112577,2364.9,-1001.0,-92.75008124090088,-10.796706516812918,29.47870621190249,-98.62459099693764,-10.810710615850954,23.60419645586576,-90.74538300315812,-10.794897705034472,31.483404449645253,-99.79754205931329,-10.816553737999133,22.43124539349011,-100.18937519148936,-10.818882499396324,22.03941226131402,-102.52029810777994,-10.838010487421158,19.70848934502344,0.0
